date,time,pool_id,pool_address,tvl_usd,volume_24h_usd,volume_7d_usd,apr_7d,reserve_0,reserve_1,total_share
2026-02-07,23:59:19,"ampLUNA-LUNA",terra1tsx0dmasjvd45k6tdywzv77d5t9k3lpzyuleavuah77pg3lwm9cq4469pm,66086.95,,,,434462512013,836056896497,497763208631
2026-02-07,23:59:19,"ampROAR-ROAR",terra1d8ap3zyd6tfnruuuwvs0t927lr4zwptruhulfwnxjpqzudvyn8usfgl8ze,0,,,0,80886971068274115,85591391767075222,81649358480333607
2026-02-07,23:59:19,"ampWHALE-WHALE",terra1ntx595elf3ukxcd0wy76h24rzztcv2p6n3wmfd358ks95prv42fs9mn63n,316.01,0,0,0,1166985783198,1277617746910,1147077523558
2026-02-07,23:59:19,"ATOM-axlUSDC",terra17l9xj8f6m8smumhn8wgpgnswr3mu60wfkcm6pjc69drxp0t398rs7335vn,14.77,0,0.45,0.4754,3532668,6465848,3271108
2026-02-07,23:59:19,"ATOM-dATOM",terra1aa8nurhuk7rwedhjyzptggypuxd3y66qp4nsx6ph240g37esdm7qyheqkd,1851.02,0,,,787668198,619853950,693861804
2026-02-07,23:59:19,"ATOM-LUNA",terra1frfcj4xhvx0emkup4vel5jun9zun0797j5yhn7ant3r4jzy9mkxqzcwev6,10254.74,179.9,4008.67,6.0982,2121880837,66648724997,7976261248
2026-02-07,23:59:19,"ATOM-stATOM",terra1c439uc3qdlfuqncxae7l07nsdgjtu45g98yhn5ydjn2866nsw3ws0e0vte,0,0,0,0,1215,825,1000
2026-02-07,23:59:19,"bLUNA-LUNA",terra1j5znhs9jeyty9u9jcagl3vefkvzwqp6u9tq9a3e5qrz4gmj2udyqp0z0xc,166620.75,,,,1287145281324,2107896049870,1481192472624
2026-02-07,23:59:19,"bLUNA-SOLID",terra1shd0wd8atmevjtryzcqzu6sxsmc4hjek43kxqsz08wxwk4nt0wvsav9004,0,0,0,0,1483,857,1057
2026-02-07,23:59:19,"bWHALE-WHALE",terra1j9jmsplecj9ay2py27953p84nfmv7f6ce75ms5fleyhd0aecpc7q0hgmsa,352.16,0,0,0,1562815817570,1552338068021,1499599087648
2026-02-07,23:59:19,"CAPA-LUNA",terra15rzp38yq2cqy2jnewc9vgzqguf3t2q0gqpv9evg8tckrtqp8x44qezhthc,380.64,2.44,,,374078741020,4815466856,41561851930
2026-02-07,23:59:19,"DINHEIROS-LUNA",terra1k45gtuv5ctphpctjlhg4l02wqehnj92z29ctffnyxnkrdmrd34nqxema3v,0.47,0,0,0,1,6000000,2449
2026-02-07,23:59:19,"LUNA-arbLUNA",terra1wttdzwa6pdegtrdjdw49y0pd3dd8qd3cqn89j6t9v978lx05rr8sew5jyq,925.4,,,,11707124843,4397818404,7142179438
2026-02-07,23:59:19,"LUNA-ASTRO",terra1hvntefafgn05llkqyl6uxx6j0jjwmqjtxqdrwdm43s9tkzx7xkfqkcl7h6,2.89,0,0.16,0.8644,20391121,861277548,130444671
2026-02-07,23:59:19,"LUNA-ASTRO.cw20",terra1e6t37fgjkxrzdx2s95fyq6jdra5s82720vhtmxvx4yhcvnsrey4ssmrya6,14.34,0,,,181416748,1411305088,440091012
2026-02-07,23:59:19,"LUNA-axlUSDC",terra1ck8nkz35sa8mmqez3lqrm77vh36n2gd2f0dxjde4uemkwsjt22pqgk49zj,162.23,2.21,45.6,4.3848,1140059404,72115781,91975901
2026-02-07,23:59:19,"LUNA-EURe",terra1gny66hmejvrkra39cn7r8f7y7yg06hy3cv2xehpxraqfgjtdtpnqjtmu53,13510.33,,,,170917299987,9250721190,38100754416
2026-02-07,23:59:19,"LUNA-INJ",terra1q2gd6kc7nt8xct94chrlsqtpxfs9rve0j76lquce624y5zp85cdseshh85,759.57,0.96,36.2,0.7435,4534174482,88167611001651590146,615519759557113
2026-02-07,23:59:19,"LUNA-ROAR",terra126w5m24usxydxn0tjqd73k8uw06r42wttahf9t0cjyhmljlqhrdsjucx45,50.98,0.04,,,644891191,258874196088701,392372158617
2026-02-07,23:59:19,"LUNA-SOLID",terra18fved7svlqq9q9h23cg4uw97lllmg7fa03psevczy20ayhdwrm3sznjeh5,53.13,0.79,,,672197008,42936177,163695513
2026-02-07,23:59:19,"LUNA-stLUNA",terra12exvyhctk6ggqvzj2tlhsv769llctntf5zdj9erz6q2uq4h8hn8q5k5xpg,1.19,0,0,0,15026283,8816515,11433944
2026-02-07,23:59:19,"LUNA-SWTH",terra1nll8xy7m2dyac3sww2tg7dqj8s0mlak68drgtzd9gh4yvnvpplhsn3sxnv,1.51,0,0,0,8909232,175553171796,1240170883
2026-02-07,23:59:19,"LUNA-USDC",terra16a45v4k74w3yy30utfxdsekdlnks27sv48sn2suaf4wt7u6meq8scz75mx,134338.07,8468.36,69312.25,8.0489,938708201170,60136944355,206292109902
2026-02-07,23:59:19,"LUNA-USDt",terra1wymgwg90ry2w04avy899ucmuuak7w8n3xw2msmw2jf9rfugre0ssenx4hn,7181.49,231.3,4635.62,10.0697,50257163637,3208863288,11596533071
2026-02-07,23:59:19,"LUNA-wBNB",terra1m5juz238n27dd24d9e3kacmqax8gu7j5ee9hhfczpl52f3n7adaqudk2c9,0,0,0,0,7605,140,1005
2026-02-07,23:59:19,"LUNA-WHALE",terra1zushwxgqdkg22mtv9p946yp53r6den6lv427esjaadua3ftzyjpsqgtl5z,486.88,1.05,245.63,7.8702,3155981142,2716695474064,1780727094
2026-02-07,23:59:19,"LUNA-wSOL",terra12u7a9wkjqrkhxjcxx70uhfx8y49j4lclfnet2smw9agpnrv9chps27n9mh,8.58,0,0,0,108512893,22233822,47616649
2026-02-07,23:59:19,"LUNA-wstETH",terra12hs75vlyd38zjvhegsqzr8uvz2r764fdy8mhqw0qg0s2mv858yvstwmsf8,32759.28,113.34,6047.99,2.8801,193946761354,4841765173539109719,935068103365257
2026-02-07,23:59:19,"MOAR-ROAR",terra1j0ackj0wru4ndj74e3mhhq6rffe63y8xd0e56spqcjygv2r0cfsqxr36k6,0,0,0,0,92798544377,612957136901,234517569467
2026-02-07,23:59:19,"SWTH-rSWTH",terra1nezkc3lxdxv26hqwy44jr7j9typtk39pns254ev52s9guqc2zsyqx7hvc9,0,0,0,0,1019,982,1000
2026-02-07,23:59:19,"USDC-EURe",terra1t9uvn05g0hdlx2nnqug3lt3pkla4sfdj0n0xnd66kmwvyt25y65sk37cej,2111.84,,,,2111836765,1797857805,1928629879
2026-02-07,23:59:19,"USDC-SOLID",terra1wje8lj3372njwuw8t4scmyp94t5pyxxh89tsnkrfyxghqh6aunzqz4a9k3,208.78,1.73,,,208781616,210861282,205345712
2026-02-07,23:59:19,"USDC-USDt",terra178ca7z2w6346wlkmxwpw80s2a5fmas9q28xlzegkt4c4rdam67aql5fgxj,59887.03,285.58,6697.96,1.7448,27672210556,32214814674,59749292258
2026-02-07,23:59:19,"wBTC.axl-LUNA",terra1xhhr7x8yhv9p336t3squh5f8t2827ttrevnwrwwvqrp88nkt665qy0w07c,0.59,0,0,0,369,3285485,28010
2026-02-07,23:59:19,"wBTC.osmo-LUNA",terra1aysexulsnuxna62m5rlnuzfcvct3df93gd4q0kkjtjcqsvv93s5sd0fyd2,34212.16,660.38,16668.69,7.6006,19586871,212866795206,1878537645
2026-02-07,23:59:19,"wBTC.osmo-wBTC.axl",terra13ywdferm4jtcperal9png3cvhtmar5se9nu4r49k7vujrakwy9zqa3rhwe,146991.06,0,4210.49,0.4469,82869482,82729988,75599847
2026-02-07,23:59:19,"wETH-wstETH",terra12252e02w0k5yv9mryctth4j3y2sdas0xremw0jznzwal5v3xeqjst7q537,58.07,0,0,0,1987324,16130837514288321,178388360888
2026-02-07,23:59:19,"WHALE-axlUSDC",terra1qdu4g5zxxtmwsd95v8vjslq5874nkcull7ejycm0gy2v7p5qc67qenkf8t,564.3,1,109.65,3.0313,3516343265897,257004321,7113230154
2026-02-07,23:59:19,"WHALE-ROAR",terra1g8clplgv3ah405qjrf9yhkgur9zqlqayt8ftrvkuzsm5am7pr9ls7s26rx,542.42,0,,,6206917173678,2840468082589727,123272145524513
2026-02-07,23:59:19,"wKWEEN-LUNA",terra12zxl99upqdyee3u7gungesaswuv3mt2e340ll5wa4kyqnj9a6ugsl7fy8c,15.27,0,0,0,20876591748,193191107,1976621377
